ss,Country,Code,Year,Mismanaged Plastic,GDP,Population
90,Macao,A90,2005,12810.61880521104,12160056754.8373,488619.0
90,Macao,A90,2006,13521.285658253872,14874098382.0863,501863.0
90,Macao,A90,2007,14264.636987019634,18439981803.6347,515330.0
90,Macao,A90,2008,14457.3624682766,21027018551.1485,529038.0
90,Macao,A90,2009,14969.245094393395,21587786004.5882,543021.0
90,Macao,A90,2010,15842.890718793791,28241799668.0086,557297.0
90,Macao,A90,2011,16457.99570918802,36845887225.4296,571003.0
90,Macao,A90,2012,16981.741660808802,43189724079.7668,582766.0
90,Macao,A90,2013,17575.874167536957,51536592939.0332,593374.0
90,Macao,A90,2014,18048.76033589041,54902831793.5018,604167.0
90,Macao,A90,2015,18808.766455516492,45048188247.6458,615239.0
90,Macao,A90,2016,19295.482198405105,45070807279.6288,626688.0
90,Macao,A90,2017,19843.39799848235,50440935654.0075,638609.0
90,Macao,A90,2018,20457.55450163811,55284309690.2698,650991.0
90,Macao,A90,2019,20882.79768573731,55204960999.5882,663653.0
91,Madagascar,A91,2000,16898.180289025866,4629247204.9853,16216431.0
91,Madagascar,A91,2001,17711.30647180546,5438332600.53228,16709665.0
91,Madagascar,A91,2002,18806.896868492644,5351701664.71362,17211934.0
91,Madagascar,A91,2003,19825.268706574832,6372498891.38118,17724310.0
91,Madagascar,A91,2004,20994.03150201207,5064732625.39054,18250774.0
91,Madagascar,A91,2005,21940.000811531194,5859269751.63826,18792171.0
91,Madagascar,A91,2006,23157.118545621106,6395712491.75146,19350299.0
91,Madagascar,A91,2007,24430.213077927343,8524620890.88039,19924958.0
91,Madagascar,A91,2008,24760.282786461685,10725137721.5622,20513599.0
91,Madagascar,A91,2009,25636.95435113605,9616879407.59474,21117092.0
91,Madagascar,A91,2010,27133.196335991488,9982711338.11814,21731053.0
91,Madagascar,A91,2011,28186.65083289188,11551819617.6271,22348158.0
91,Madagascar,A91,2012,29083.640024305638,11578975063.7975,22966240.0
91,Madagascar,A91,2013,30101.17616974697,12423555457.0352,23588073.0
91,Madagascar,A91,2014,30911.06077213763,12522957401.0395,24215976.0
91,Madagascar,A91,2015,32212.678994871898,11323020699.9128,24850912.0
